Company Name,ISIN,Target Qualification,Country,Region,Sector,Status,Date Committed / Target published,About
Panasonic Corporation,JP3866800000,2C,Japan,Asia,Consumer Products and Durables,Targets Set,Oct 2017,"Japanese multinational electronics corporation Panasonic commits to reduce scope 1 and 2 GHG emissions 30% by 2030, from a 2013 base-year, and to zero by 2050. Panasonic also commits to reduce scope 3 GHG emissions from the use of sold products 30% by 2030, from a 2013 base-year."
Growthpoint Properties,ZAE000179420,,South Africa,Africa,Real Estate,Committed,Nov 2017,
Schreiber Foods,,2C,United States of America (USA),North America,Food and Beverage Processing,Targets Set,Apr 2019,Dairy company Schreiber Foods commits to reduce absolute Scope 1 &amp; 2 GHG emissions 27% by 2030 from a 2017 base year. Schreiber Foods also commits to reduce Scope 3 Purchased Goods &amp; Services GHG emissions 30% per metric tonne of production by 2030 from a 2017 base year.
Singapore Telecommunications Limited (Singtel),SG1T75931496,Well-below 2C,Singapore,Asia,Telecommunications,Targets Set,Oct 2017,"Singaporean telecommunications company, Singtel Group commits to reduce its scope 1, 2 and 3 GHG emissions 40% by 2030 from a 2015 base year."
"Seventh Generation, Inc.",US81806K1016,1.5C,United States of America (USA),North America,Consumer Products and Durables,Targets Set,Nov 2018,"Natural household products retailer Seventh Generation commits to reduce absolute Scope 1 and 2 GHG emissions 100% by 2030 from a 2012 base-year. The company also commits to reduce absolute Scope 3 GHG emissions from the use of sold products 90% by 2030 and reduce total scope 3 emissions from remaining categories 80% by 2030, from a 2012 base-year."
"Daito Trust Construction Co., Ltd.",JP3486800000,2C,Japan,Asia,Construction and Engineering,Targets Set,Feb 2019,"Construction and real estate company Daito Trust Construction commits to reduce absolute scope 1, 2 and 3 GHG emissions 16% by FY30 from a FY17 base year."
Edge Environment Pty Ltd,,1.5C,Australia,Oceania,Professional Services,Targets Set,Apr 2018,"Sydney based sustainability consultancy EDGE commits to maintain its scope 2 emissions close to zero by 2022, through continued use of renewable energy. In addition, the company commits to reduce scope 3 emissions from purchased good and services 28% and from business travel 13% by 2027 from a 2017 base-year."
HK Electric Investments (HKEI),HK0000179108,2C,Hong Kong,Asia,Electric Utilities and Energy Related,Targets Set,Nov 2017,"Hong Kong based electricity generation company, HK Electric commits to reduce its GHG emissions per KWh 30% derived from electricity production by 2022 from a 2005 base-year."
The Port Authority of New York and New Jersey,,,United States of America (USA),North America,Air Transportation - Airport Services,Committed,Nov 2017,
Derwent London Plc,GB0002652740,Well-below 2C,United Kingdom (UK),Europe,Real Estate,Targets Set,Mar 2019,British-based investment and development company Derwent London commits to reduce scope 1 and 2 GHG emissions 55% per square meter by 2027 from a 2013 base year. Derwent London also commits to reduce scope 3 GHG emissions 20% per square meter by 2027 from a 2017 base year.
innocent drinks,,,United Kingdom (UK),Europe,Food and Beverage Processing,Committed,Dec 2017,
Stanley Black & Decker,US8545021011,1.5C,United States of America (USA),North America,Electrical Equipment and Machinery,Targets Set,May 2018,"US electrical equipment manufacturer Stanley Black &amp; Decker commits to reduce absolute scope 1 and 2 GHG emissions 100% by 2030, using a 2015 base year. Stanley Black and Decker also commits to reduce scope 3 GHG emissions 35% by 2030, using a 2017 base year. The scope 3 target covers the emissions from purchased goods and services, and upstream and downstream transportation and distribution.

&nbsp;"
Corbion,NL0010583399,2C,Netherlands,Europe,Food and Beverage Processing,Targets Set,Oct 2019,"Corbion commits to reduce scope 1, 2, and 3 GHG emissions 33% per ton of product by 2030 from a 2016 base year.*

*The target boundary includes biogenic emissions and removals associated with the use of bioenergy."
YKK AP Inc.,,2C,Japan,Asia,Building Products,Targets Set,Jan 2019,"Manufacturing company, YKK AP Inc., commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2013 base-year. YKK AP Inc. also commits to reduce absolute scope 3 GHG emissions 30% by 2030 from a 2013 base-year."
NEC Corporation,,Well-below 2C,Japan,Asia,Technology Hardware and Equipment,Targets Set,Nov 2018,Japanese multinational information technology services &amp; products provider NEC Corporation commits to reduce absolute scope 1 and 2 GHG emissions 33 % by 2030 from a 2017 base-year. NEC Corporation also commits to reduce absolute scope 3 GHG emissions from use of sold products 34% within the same timeframe
ALDO Group Inc.,,Well-below 2C,Canada,North America,"Textiles, Apparel, Luxury Goods",Targets Set,Sep 2019,Canadian shoe and accessories chain retailer The ALDO Group commits to reduce absolute scope 1 and 2 GHG emissions 40% by 2030 from a 2016 base year. The ALDO Group also commits to reduce scope 3 GHG emissions from footwear manufacturing and materials 30% per pair of shoes by 2030 from a 2016 base yea
"Benesse Corporation Co., Ltd.",JP3835620000,,Japan,Asia,Education Services,Committed,Jan 2018,
Amdocs Ltd.,GB0022569080,,United States of America (USA),North America,Software and Services,Committed,Jan 2018,
"Sompo Holdings, Inc.",JP3165000005,,Japan,Asia,"Banks, Diverse Financials and Insurance",Committed,Jan 2018,
BBVA,ES0113211835,,Spain,Europe,"Banks, Diverse Financials and Insurance",Committed,Jan 2018,
"Brother Industries, Ltd.",JP3830000000,2C,Japan,Asia,Technology Hardware and Equipment,Targets Set,Jul 2018,"Multinational electronics and electrical equipment company Brother Industries commits to reduce absolute Scope 1 and 2 GHG emissions 30% by FY 2030 from a FY 2015 base-year. Brother Industries also commits to reduce absolute Scope 3 GHG emissions from purchased goods and services, use of sold products and end-of-life treatment of sold products 30% by FY 2030 from a FY 2015 base-year."
"MARUI GROUP CO.,LTD.",JP3870400003,1.5C,Japan,Asia,Retailing,Targets Set,Sep 2019,"Japan-based retail business Marui Group  commits to reduce scope 1 and 2 emissions 80% and scope 3 emission 35% by 2030 from a 2016 base-year. In addition, the company commits to a long-term target to reduce scope 1 and 2 emissions 90% by 2050 from the same base-year."
"Daiwa House Industry Co., Ltd.",JP3505000004,2C,Japan,Asia,Real Estate,Targets Set,Aug 2018,"Japanese construction and real estate services provider, Daiwa House Industry Co., Ltd. commits to reduce scopes 1 and 2 GHG emissions 45 percent per net sales by 2030 from a 2015 base-year, and commits to reduce absolute scopes 1 and 2 GHG emissions 22% over the same time-frame. The company also commits to reduce scope 3 emissions from use of sold products 30% per floor area by 2030 from a 2015 base-year, and commits to reduce absolute scope 3 emissions from use of sold products 23% over the same time-frame. Finally, Daiwa House commits that 90% of its suppliers by spend will set science‐based targets by 2025."
"T-Mobile US, Inc.",US8725901040,1.5C,United States of America (USA),North America,Telecommunications,Targets Set,Apr 2019,Mobile communications company T-Mobile commits to reduce combined absolute scope 1 and scope 2 GHG emissions 95% by 2025 from a 2016 base-year. T-Mobile also commits to reduce scope 3 GHG emissions 15 % per customer by 2025 from a 2016 base-year. O
"Tyson Foods, Inc.",US9024941034,2C,United States of America (USA),North America,Food and Beverage Processing,Targets Set,Sep 2018,"Tyson Foods, Inc. commits to reduce absolute Scope 1 and 2 GHG emissions 30% by 2030 from a 2016 base‐year. Tyson Foods, Inc. also commits to reduce Scope 3 GHG emissions from production of poultry, pork and beef (covering 80% of their scope 3 inventory) 30% per ton of finished meat by 2030 from a 2016 base‐year."
Shire Plc,JE00B2QKY057,,Ireland,Europe,Pharmaceuticals and Biotech,Committed,Feb 2018,
Contact Energy,NZCENE0001S6,Well-below 2C,New Zealand,Oceania,Electric Utilities and Energy Related,Targets Set,Apr 2019,New Zealand based energy company Contact Energy commits to reduce absolute scope 1 and 2 GHG emissions 34% by 2026 from a 2018 base year. Contact Energy also commits to reduce absolute scope 3 GHG emissions from use of sold products 30% by 2026 from a 2018 base year.
Kingspan Group Plc,IE0004927939,2C,Ireland,Europe,Building Products,Targets Set,Oct 2018,"Kingspan Group plc commits to reduce absolute Scopes 1 and 2 GHG emissions 10% by 2025 from a 2017 base-year. The company also commits to reduce absolute Scope 3 GHG emissions from purchased goods and services, business travel, transport and distribution, and end-of-life treatment of sold products 10% by 2025 from a 2017 base-year."
The SPAR Group Limited,ZAE000058517,,South Africa,Africa,Food and Staples Retailing,Committed,Feb 2018,
"Tokio Marine Holdings, Inc.",JP3910660004,,Japan,Asia,"Banks, Diverse Financials and Insurance",Committed,Mar 2018,
C6(n) TECHNOLOGY LIMITED,,,United Kingdom (UK),Europe,Construction and Engineering,Committed,Mar 2018,
Infusion GB,,,United Kingdom (UK),Europe,Food and Beverage Processing,Committed,Mar 2018,
SAINT-GOBAIN,FR0000125007,2C,France,Europe,Building Products,Targets Set,Aug 2019,French multinational corporation Saint-Gobain commits to reduce absolute scope 1 and 2 GHG emissions 10% by 2025 from a 2017 base year. Saint-Gobain also commits to reduce absolute scope 3 GHG emissions 10% within the same timeframe.
"SUMITOMO CHEMICAL Co., Ltd.",JP3401400001,2C,Japan,Asia,Chemicals,Targets Set,Oct 2018,Japanese multinational chemical company Sumitomo Chemical commits to reduce absolute scope 1 and 2 GHG emissions 30 % by 2030 and 57% by 2050 from a 2013 base-year. Sumitomo Chemical also commits that 90% of its suppliers by product weight will institute science-based GHG reduction targets by 2024.
Swedish Match,SE0000310336,Well-below 2C,Sweden,Europe,Tobacco,Targets Set,Mar 2019,"Tobacco company Swedish Match commits to reduce absolute scope 1, 2 and 3 GHG emissions 41 % by 2030 and 75 % by 2050 from a 2017 base year."
McDonald’s Corporation,US5801351017,2C,United States of America (USA),North America,Hospitality,Targets Set,Mar 2018,"American multi-national fast food company McDonald’s Corporation will partner with franchisees to cut greenhouse gas emissions to McDonald’s restaurants and offices by 36% by 2030 from a 2015 base year.  Through collaboration and partnership with our suppliers and producers, McDonald’s also commits to a 31% reduction in emissions intensity (per metric ton of food and packaging) across our supply chain by 2030 from 2015 levels."
AB InBev,BE0974293251,1.5C,Belgium,Europe,Food and Beverage Processing,Targets Set,Mar 2018,"Global Brewer AB InBev commits to reduce absolute scopes 1 and 2 GHG emissions 35% by 2025 from a 2017 base year. AB InBev commits to increase annual sourcing of renewable electricity from 7% in 2016 to 100% by 2025. AB InBev also commits to reduce emissions across the value chain (Scopes 1, 2 and 3) by 25% per beverage by 2025, from a 2017 base year. These commitments reinforce AB InBev’s commitment towards mitigating the impacts of climate change."
Virgin Active South Africa (Pty) Limited,,,South Africa,Africa,Hospitality,Committed,Mar 2018,
Nippon Yusen Kabushiki Kaisha,JP3753000003,2C,Japan,Asia,Water Transportation,Targets Set,Jun 2018,"Shipping and logistics company Nippon Yusen Kabushiki Kaisha commits to reduce scope 1 GHG emissions 30% per ton-kilometer by 2030 from 2015 base year, and 50% per ton-kilometer by 2050 from the same base year."
Yamaha Corporation,JP3942600002,2C,Japan,Asia,Electrical Equipment and Machinery,Targets Set,Jun 2019,"Japanese multinational corporation and conglomerate Yamaha Corporation commits to reduce absolute Scope 1 and 2 GHG emissions 32% by 2030 from a 2017 base year*. Yamaha Corporation also commits to reduce absolute Scope 3 GHG emissions 30% by 2030 from a 2017 base year.

*The target boundary includes biogenic emissions and removals from bioenergy feedstocks"
News Corp,US65249B2088,2C,United States of America (USA),North America,Media,Targets Set,Sep 2018,Global media company News Corp commits to reduce absolute Scopes 1 and 2 GHG emissions 25% by FY2025 from a FY2014 base-year. News Corp also commits to reduce its absolute Scope 3 GHG emissions 20% by FY2030 from a FY2016 base-year.
"SEKISUI CHEMICAL CO., LTD",JP3419400001,2C,Japan,Asia,Chemicals,Targets Set,Jun 2018,"SEKISUI CHEMICAL CO., LTD. commits to reduce absolute Scope 1 and 2 GHG emissions 26% by 2030 from a 2013 base-year. The company also commits to reduce absolute Scope 3 GHG emissions 27% by 2030 from a 2016 base-year."
"Ajinomoto Co., Inc.",JP3119600009,,Japan,Asia,Food and Beverage Processing,Committed,Mar 2018,
CommonWealth Partners,US2946281027,Well-below 2C,United States of America (USA),North America,Real Estate,Targets Set,Aug 2019,"Private real estate investment, development, management and operating company CommonWealth Partners commits to reduce Scope 1 and 2 GHG emissions 50% per square feet by 2030 from a 2013 base year."
